593.2000122,0.002420673
593.2999878,0.003502652
593.4000244,0.003813613
593.5,0.004135664
593.5999756,0.004477888
593.7000122,0.004823812
593.7999878,0.00520304
593.9000244,0.005585817
594,0.00599804
594.0999756,0.006415915
594.2000122,0.006865006
594.2999878,0.007320611
594.4000244,0.00779436
594.5,0.008280886
594.5999756,0.008769603
594.7000122,0.009292215
594.7999878,0.009799493
594.9000244,0.010331482
595,0.01084006
595.0999756,0.011369287
595.2000122,0.011894413
595.2999878,0.012428884
595.4000244,0.012943275
595.5,0.013468099
595.5999756,0.013984225
595.7000122,0.01448932
595.7999878,0.014974294
595.9000244,0.015430677
596,0.015896096
596.0999756,0.016321023
596.2000122,0.016726094
596.2999878,0.01707327
596.4000244,0.017412487
596.5,0.01769445
596.5999756,0.017968641
596.7000122,0.018169057
596.7999878,0.018362136
596.9000244,0.018499779
597,0.018600496
597.0999756,0.018626634
597.2000122,0.018624816
597.2999878,0.018567132
597.4000244,0.018457986
597.5,0.018296816
597.5999756,0.018045701
597.7000122,0.017780107
597.7999878,0.017440754
597.9000244,0.017064389
598,0.016611388
598.0999756,0.016140328
598.2000122,0.015609009
598.2999878,0.01503649
598.4000244,0.014408328
598.5,0.013754038
598.5999756,0.013073321
598.7000122,0.012357595
598.7999878,0.011626484
598.9000244,0.010860156
599,0.013408153
599.0999756,0.014707569
599.2000122,0.015741697
599.2999878,0.016791893
599.4000244,0.017899598
599.5,0.019017114
599.5999756,0.020169319
599.7000122,0.021325538
599.7999878,0.022520638
599.9000244,0.023729656
600,0.024955897
600.0999756,0.026201364
600.2000122,0.027430724
600.2999878,0.028675401
600.4000244,0.029884204
600.5,0.03110199
600.5999756,0.032256058
600.7000122,0.033455478
600.7999878,0.034605928
600.9000244,0.035728252
601,0.036795603
601.0999756,0.037854591
601.2000122,0.038860267
601.2999878,0.039834427
601.4000244,0.040744244
601.5,0.04157188
601.5999756,0.042368677
601.7000122,0.043047158
601.7999878,0.043670136
601.9000244,0.044191712
602,0.04463756
602.0999756,0.044999818
602.2000122,0.045284972
602.2999878,0.045442387
602.4000244,0.045522639
602.5,0.045484141
602.5999756,0.045346616
602.7000122,0.045053591
602.7999878,0.044690043
602.9000244,0.044221875
603,0.043632964
603.0999756,0.042919616
603.2000122,0.042112057
603.2999878,0.041218419
603.4000244,0.040215824
603.5,0.039138859
603.5999756,0.037983006
603.7000122,0.036724423
603.7999878,0.035403259
603.9000244,0.033998627
604,0.032539492
604.0999756,0.031052414
604.2000122,0.029524542
604.2999878,0.027957798
604.4000244,0.02635873
604.5,0.024730266
604.5999756,0.023118578
604.7000122,0.02149896
604.7999878,0.019874948
604.9000244,0.022317124
605,0.026304329
605.0999756,0.027776998
605.2000122,0.029253207
605.2999878,0.03076498
605.4000244,0.032281873
605.5,0.033809076
605.5999756,0.035330136
605.7000122,0.036861601
605.7999878,0.038372372
605.9000244,0.039874433
606,0.04135327
606.0999756,0.042801185
606.2000122,0.044220888
606.2999878,0.045596204
606.4000244,0.046944084
606.5,0.048248594
606.5999756,0.049502121
606.7000122,0.050692653
606.7999878,0.051823798
606.9000244,0.052887222
607,0.053886532
607.0999756,0.054818753
607.2000122,0.055673841
607.2999878,0.05643949
607.4000244,0.057137678
607.5,0.057714663
607.5999756,0.058204651
607.7000122,0.058589937
607.7999878,0.058879775
607.9000244,0.05905982
608,0.059114171
608.0999756,0.059052525
608.2000122,0.058843329
608.2999878,0.058545521
608.4000244,0.05811434
608.5,0.057589439
608.5999756,0.056936363
608.7000122,0.056172536
608.7999878,0.055290597
608.9000244,0.054324974
609,0.053240755
609.0999756,0.052060866
609.2000122,0.050794906
609.2999878,0.049437644
609.4000244,0.047976035
609.5,0.046440292
609.5999756,0.044820719
609.7000122,0.043138739
609.7999878,0.041397676
609.9000244,0.039594733
610,0.037753714
610.0999756,0.035879692
610.2000122,0.033994772
610.2999878,0.032071927
610.4000244,0.030160572
610.5,0.028232066
610.5999756,0.026302277
610.7000122,0.024389061
610.7999878,0.022500679
610.9000244,0.020645105
611,0.028920711
611.0999756,0.030403656
611.2000122,0.03189548
611.2999878,0.033402103
611.4000244,0.034913508
611.5,0.036434204
611.5999756,0.037922376
611.7000122,0.03943482
611.7999878,0.040924606
611.9000244,0.042407713
612,0.043864476
612.0999756,0.045293906
612.2000122,0.046688714
612.2999878,0.048047701
612.4000244,0.049381151
612.5,0.050653257
612.5999756,0.051869153
612.7000122,0.053038176
612.7999878,0.054151226
612.9000244,0.055193803
613,0.056172429
613.0999756,0.057084049
613.2000122,0.057935471
613.2999878,0.058673794
613.4000244,0.059337658
613.5,0.059916647
613.5999756,0.060391072
613.7000122,0.060779187
613.7999878,0.061060297
613.9000244,0.061250873
614,0.061329649
614.0999756,0.061283868
614.2000122,0.061122782
614.2999878,0.060864579
614.4000244,0.060495612
614.5,0.060042824
614.5999756,0.059495757
614.7000122,0.058833967
614.7999878,0.058068724
614.9000244,0.057196073
615,0.056217622
615.0999756,0.05511636
615.2000122,0.053922201
615.2999878,0.052638379
615.4000244,0.051252389
615.5,0.049786111
615.5999756,0.048233754
615.7000122,0.046624277
615.7999878,0.044949765
615.9000244,0.043188738
616,0.041387296
616.0999756,0.039544427
616.2000122,0.03766557
616.2999878,0.035752911
616.4000244,0.033817256
616.5,0.03186393
616.5999756,0.029903287
616.7000122,0.027961176
616.7999878,0.026016139
616.9000244,0.024088761
617,0.022190774
617.0999756,0.029531133
617.2000122,0.031051243
617.2999878,0.032595897
617.4000244,0.034139604
617.5,0.035717117
617.5999756,0.037278025
617.7000122,0.03886189
617.7999878,0.040426596
617.9000244,0.041998507
618,0.043549872
618.0999756,0.045090712
618.2000122,0.046608414
618.2999878,0.04811357
618.4000244,0.049600039
618.5,0.051025418
618.5999756,0.052437682
618.7000122,0.053784289
618.7999878,0.055092017
618.9000244,0.05635653
619,0.057543104
619.0999756,0.058654989
619.2000122,0.05968721
619.2999878,0.060667009
619.4000244,0.061561629
619.5,0.06237247
619.5999756,0.063067861
619.7000122,0.063651295
619.7999878,0.064144544
619.9000244,0.064531915
620,0.064803173
620.0999756,0.065014328
620.2000122,0.065091717
620.2999878,0.065080598
620.4000244,0.064945078
620.5,0.064710812
620.5999756,0.06435036
620.7000122,0.063882883
620.7999878,0.063289953
620.9000244,0.062603417
621,0.061787643
621.0999756,0.060875468
621.2000122,0.059879122
621.2999878,0.058743956
621.4000244,0.057531033
621.5,0.05619673
621.5999756,0.054775389
621.7000122,0.053265212
621.7999878,0.051681607
621.9000244,0.050005185
622,0.048267827
622.0999756,0.046462638
622.2000122,0.044589532
622.2999878,0.042692183
622.4000244,0.040726884
622.5,0.038727866
622.5999756,0.036704235
622.7000122,0.03466051
622.7999878,0.032616291
622.9000244,0.030556984
623,0.028514161
623.0999756,0.026492162
623.2000122,0.024491566
623.2999878,0.022549232
623.4000244,0.031586593
623.5,0.033141735
623.5999756,0.034704957
623.7000122,0.036285349
623.7999878,0.037872916
623.9000244,0.039456064
624,0.04104202
624.0999756,0.04263412
624.2000122,0.044197194
624.2999878,0.045761351
624.4000244,0.047314898
624.5,0.048834466
624.5999756,0.050335614
624.7000122,0.051791227
624.7999878,0.053233661
624.9000244,0.054619918
625,0.055969788
625.0999756,0.057267819
625.2000122,0.058493233
625.2999878,0.059680701
625.4000244,0.060797525
625.5,0.061842777
625.5999756,0.062807647
625.7000122,0.063712325
625.7999878,0.064527069
625.9000244,0.065241885
626,0.065878119
626.0999756,0.066433126
626.2000122,0.066873269
626.2999878,0.067243688
626.4000244,0.067483129
626.5,0.067636547
626.5999756,0.067674763
626.7000122,0.067602704
626.7999878,0.06741867
626.9000244,0.067122307
627,0.066719321
627.0999756,0.0661654
627.2000122,0.065491169
627.2999878,0.064715718
627.4000244,0.063840953
627.5,0.062845874
627.5999756,0.061731983
627.7000122,0.060527595
627.7999878,0.059237072
627.9000244,0.057831791
628,0.056348174
628.0999756,0.054761408
628.2000122,0.053097684
628.2999878,0.05137919
628.4000244,0.049572959
628.5,0.047700264
628.5999756,0.045781946
628.7000122,0.043810589
628.7999878,0.041797301
628.9000244,0.039748905
629,0.037680449
629.0999756,0.035625269
629.2000122,0.033554205
629.2999878,0.031501582
629.4000244,0.029435754
629.5,0.027386601
629.5999756,0.025359336
629.7000122,0.023367835
629.7999878,0.033186403
629.9000244,0.034802838
630,0.036443431
630.0999756,0.038085335
630.2000122,0.039737398
630.2999878,0.041385867
630.4000244,0.043038967
630.5,0.044689748
630.5999756,0.046336956
630.7000122,0.047967475
630.7999878,0.049569981
630.9000244,0.051153484
631,0.052734873
631.0999756,0.054241864
631.2000122,0.055717578
631.2999878,0.057155973
631.4000244,0.058544293
631.5,0.059873202
631.5999756,0.061153483
631.7000122,0.062380732
631.7999878,0.063534084
631.9000244,0.064610463
632,0.065621811
632.0999756,0.066561287
632.2000122,0.067424688
632.2999878,0.068180935
632.4000244,0.06886729
632.5,0.069452273
632.5999756,0.069939814
632.7000122,0.070326857
632.7999878,0.070603075
632.9000244,0.070786892
633,0.070850118
633.0999756,0.070810846
633.2000122,0.070660162
633.2999878,0.070396989
633.4000244,0.070034648
633.5,0.069565534
633.5999756,0.068955305
633.7000122,0.068245565
633.7999878,0.067417856
633.9000244,0.066509628
634,0.06545782
634.0999756,0.064304621
634.2000122,0.063055936
634.2999878,0.061707385
634.4000244,0.060256736
634.5,0.058722365
634.5999756,0.057099818
634.7000122,0.055397069
634.7999878,0.053595836
634.9000244,0.05175129
635,0.049822134
635.0999756,0.047848897
635.2000122,0.045820719
635.2999878,0.043757639
635.4000244,0.041664414
635.5,0.039535618
635.5999756,0.037399502
635.7000122,0.035254929
635.7999878,0.033106547
635.9000244,0.030979255
636,0.02886435
636.0999756,0.026770414
636.2000122,0.024706314
636.2999878,0.034037821
636.4000244,0.035647343
636.5,0.037271277
636.5999756,0.038897872
636.7000122,0.040550587
636.7999878,0.04219007
636.9000244,0.043842997
637,0.045492376
637.0999756,0.047089368
637.2000122,0.048705302
637.2999878,0.050297008
637.4000244,0.051869203
637.5,0.053397619
637.5999756,0.054929305
637.7000122,0.056409943
637.7999878,0.057847798
637.9000244,0.059249305
638,0.060588483
638.0999756,0.06191001
638.2000122,0.063150793
638.2999878,0.06434189
638.4000244,0.065494235
638.5,0.066550128
638.5999756,0.067531597
638.7000122,0.068434003
638.7999878,0.069267896
638.9000244,0.070015304
639,0.070665964
639.0999756,0.071233291
639.2000122,0.071686268
639.2999878,0.07205118
639.4000244,0.072329095
639.5,0.072480449
639.5999756,0.072548849
639.7000122,0.072496706
639.7999878,0.072342433
639.9000244,0.072047912
640,0.071678892
640.0999756,0.071152441
640.2000122,0.070535369
640.2999878,0.069802763
640.4000244,0.068960273
640.5,0.068004235
640.5999756,0.066948559
640.7000122,0.065782623
640.7999878,0.064517164
640.9000244,0.06315356
641,0.061710586
641.0999756,0.060164664
641.2000122,0.058574522
641.2999878,0.056876106
641.4000244,0.055097533
641.5,0.05325537
641.5999756,0.051361877
641.7000122,0.049394616
641.7999878,0.047388413
641.9000244,0.045330995
642,0.043252708
642.0999756,0.041151674
642.2000122,0.039027642
642.2999878,0.036913907
642.4000244,0.034769584
642.5,0.032641827
642.5999756,0.030517015
642.7000122,0.028408875
642.7999878,0.02633476
642.9000244,0.025939428
643,0.035297947
643.0999756,0.036894708
643.2000122,0.038511366
643.2999878,0.040133283
643.4000244,0.041766071
643.5,0.043397353
643.5999756,0.045022518
643.7000122,0.046647063
643.7999878,0.048263549
643.9000244,0.04986101
644,0.051437263
644.0999756,0.053018733
644.2000122,0.054577029
644.2999878,0.056105686
644.4000244,0.057614575
644.5,0.05906145
644.5999756,0.06048377
644.7000122,0.061849426
644.7999878,0.063173056
644.9000244,0.064450712
645,0.065662816
645.0999756,0.066793695
645.2000122,0.067843188
645.2999878,0.068819203
645.4000244,0.069726155
645.5,0.070552739
645.5999756,0.071302936
645.7000122,0.071951859
645.7999878,0.072509563
645.9000244,0.073003445
646,0.073360419
646.0999756,0.073642899
646.2000122,0.073824218
646.2999878,0.073909623
646.4000244,0.073874928
646.5,0.073741277
646.5999756,0.073508046
646.7000122,0.07314429
646.7999878,0.07268678
646.9000244,0.07212784
647,0.071460889
647.0999756,0.070674963
647.2000122,0.069768191
647.2999878,0.068772259
647.4000244,0.067666204
647.5,0.0664544
647.5999756,0.06517187
647.7000122,0.06375543
647.7999878,0.062270338
647.9000244,0.06070985
648,0.059062424
648.0999756,0.05736873
648.2000122,0.055579781
648.2999878,0.053741783
648.4000244,0.051835873
648.5,0.049872228
648.5999756,0.047870779
648.7000122,0.045821641
648.7999878,0.043744909
648.9000244,0.041626804
649,0.039507452
649.0999756,0.037382124
649.2000122,0.035222595
649.2999878,0.033079736
649.4000244,0.030941698
649.5,0.028831311
649.5999756,0.026746804
649.7000122,0.024702352
649.7999878,0.035869791
649.9000244,0.037449862
650,0.039054724
650.0999756,0.040663872
650.2000122,0.04229274
650.2999878,0.04391501
650.4000244,0.045537512
650.5,0.047155562
650.5999756,0.048765037
650.7000122,0.050369164
650.7999878,0.051952181
650.9000244,0.05351636
651,0.055050203
651.0999756,0.056584406
651.2000122,0.058106906
651.2999878,0.059575978
651.4000244,0.061019519
651.5,0.062412276
651.5999756,0.063771464
651.7000122,0.065061156
651.7999878,0.066313428
651.9000244,0.067468186
652,0.068598453
652.0999756,0.069621359
652.2000122,0.070557821
652.2999878,0.071431301
652.4000244,0.072233081
652.5,0.072936609
652.5999756,0.073553017
652.7000122,0.074071308
652.7999878,0.074527182
652.9000244,0.074855336
653,0.07510455
653.0999756,0.075256729
653.2000122,0.075330416
653.2999878,0.075293707
653.4000244,0.075137046
653.5,0.074889989
653.5999756,0.074536035
653.7000122,0.074067939
653.7999878,0.073493773
653.9000244,0.072820848
654,0.072051774
654.0999756,0.071153192
654.2000122,0.070159701
654.2999878,0.069065747
654.4000244,0.067879802
654.5,0.066592319
654.5999756,0.065218736
654.7000122,0.063739089
654.7999878,0.06221969
654.9000244,0.060603926
655,0.058929912
655.0999756,0.057153479
655.2000122,0.055313349
655.2999878,0.053408691
655.4000244,0.051459004
655.5,0.049446907
655.5999756,0.047389465
655.7000122,0.045317619
655.7999878,0.043196951
655.9000244,0.041059669
656,0.038944386
656.0999756,0.036801332
656.2000122,0.034654358
656.2999878,0.032529524
656.4000244,0.03041057
656.5,0.028314893
656.5999756,0.026255006
656.7000122,0.036031262
656.7999878,0.037643681
656.9000244,0.039277302
657,0.040911493
657.0999756,0.042551063
657.2000122,0.044194339
657.2999878,0.04583752
657.4000244,0.047481737
657.5,0.049103439
657.5999756,0.050734132
657.7000122,0.052348042
657.7999878,0.05395079
657.9000244,0.055540572
658,0.057098866
658.0999756,0.05864069
658.2000122,0.060133334
658.2999878,0.061608153
658.4000244,0.063032331
658.5,0.064420273
658.5999756,0.065749079
658.7000122,0.067037455
658.7999878,0.068261713
658.9000244,0.069426328
659,0.070534067
659.0999756,0.071602353
659.2000122,0.072571923
659.2999878,0.073488374
659.4000244,0.074318559
659.5,0.075066875
659.5999756,0.075694292
659.7000122,0.076217884
659.7999878,0.076665284
659.9000244,0.077003465
660,0.077269502
660.0999756,0.077415023
660.2000122,0.077476422
660.2999878,0.077436265
660.4000244,0.077285773
660.5,0.077047391
660.5999756,0.076700906
660.7000122,0.076239156
660.7999878,0.075695653
660.9000244,0.075032485
661,0.074257865
661.0999756,0.073351395
661.2000122,0.072351515
661.2999878,0.071253705
661.4000244,0.070073188
661.5,0.06877851
661.5999756,0.0674141
661.7000122,0.065954563
661.7999878,0.064393476
661.9000244,0.062763433
662,0.06106059
662.0999756,0.059290574
662.2000122,0.057453265
662.2999878,0.055568894
662.4000244,0.053610482
662.5,0.051610357
662.5999756,0.049580068
662.7000122,0.047505727
662.7999878,0.045398469
662.9000244,0.043267143
663,0.041121632
663.0999756,0.038977832
663.2000122,0.036816916
663.2999878,0.034668679
663.4000244,0.032531715
663.5,0.030416665
663.5999756,0.028327725
663.7000122,0.026292866
663.7999878,0.036289967
663.9000244,0.037843623
664,0.039388772
664.0999756,0.040971203
664.2000122,0.042566034
664.2999878,0.044156794
664.4000244,0.045753558
664.5,0.047359383
664.5999756,0.04895222
664.7000122,0.050544006
664.7999878,0.052139652
664.9000244,0.053710437
665,0.055246807
665.0999756,0.056760267
665.2000122,0.058235905
665.2999878,0.059697313
665.4000244,0.06112654
665.5,0.062518222
665.5999756,0.063867781
665.7000122,0.065167685
665.7999878,0.066397552
665.9000244,0.067608593
666,0.068755931
666.0999756,0.06983591
666.2000122,0.070886144
666.2999878,0.071848252
666.4000244,0.07274114
666.5,0.073574254
666.5999756,0.074324608
666.7000122,0.074995417
666.7999878,0.075583954
666.9000244,0.076095259
667,0.07651123
667.0999756,0.076855387
667.2000122,0.077088083
667.2999878,0.077257645
667.4000244,0.077316096
667.5,0.077269483
667.5999756,0.0771401
667.7000122,0.076903511
667.7999878,0.076559141
667.9000244,0.0761451
668,0.07559982
668.0999756,0.074943058
668.2000122,0.074173099
668.2999878,0.073320825
668.4000244,0.072362772
668.5,0.071304134
668.5999756,0.070158226
668.7000122,0.068934878
668.7999878,0.067610896
668.9000244,0.066193358
669,0.06469578
669.0999756,0.063136593
669.2000122,0.061518964
669.2999878,0.059828738
669.4000244,0.058058633
669.5,0.056223453
669.5999756,0.054342476
669.7000122,0.052400965
669.7999878,0.050415377
669.9000244,0.048407015
670,0.046361288
670.0999756,0.044284285
670.2000122,0.042231492
670.2999878,0.04012222
670.4000244,0.038013991
670.5,0.035900142
670.5999756,0.033794523
670.7000122,0.031703657
670.7999878,0.029638112
670.9000244,0.027598696
671,0.025585335
671.0999756,0.037510594
671.2000122,0.039079985
671.2999878,0.040656723
671.4000244,0.042256852
671.5,0.043856014
671.5999756,0.045443878
671.7000122,0.047041071
671.7999878,0.048644933
671.9000244,0.05025645
672,0.051837945
672.0999756,0.053429717
672.2000122,0.054986286
672.2999878,0.05653285
672.4000244,0.058067092
672.5,0.059569147
672.5999756,0.061023647
672.7000122,0.062465978
672.7999878,0.06387985
672.9000244,0.065235105
673,0.066573486
673.0999756,0.06785572
673.2000122,0.069103018
673.2999878,0.070282619
673.4000244,0.071419023
673.5,0.072488627
673.5999756,0.073469796
673.7000122,0.074416652
673.7999878,0.075284731
673.9000244,0.076080214
674,0.076806504
674.0999756,0.077415717
674.2000122,0.07794311
674.2999878,0.078400656
674.4000244,0.07875507
674.5,0.079022583
674.5999756,0.079180007
674.7000122,0.079253865
674.7999878,0.079233219
674.9000244,0.079116328
675,0.078894709
675.0999756,0.078597238
675.2000122,0.078177892
675.2999878,0.077699394
675.4000244,0.077090486
675.5,0.076391984
675.5999756,0.075588056
675.7000122,0.07471249
675.7999878,0.073719064
675.9000244,0.072646533
676,0.071475645
676.0999756,0.070207647
676.2000122,0.068858659
676.2999878,0.067427867
676.4000244,0.065922861
676.5,0.06433447
676.5999756,0.062668513
676.7000122,0.060950122
676.7999878,0.059159763
676.9000244,0.057313463
677,0.055409705
677.0999756,0.053481775
677.2000122,0.051480504
677.2999878,0.049459146
677.4000244,0.047407998
677.5,0.045319024
677.5999756,0.043229774
677.7000122,0.041135327
677.7999878,0.039009507
677.9000244,0.036883136
678,0.034769719
678.0999756,0.032659519
678.2000122,0.030563492
678.2999878,0.028500564
678.4000244,0.026474508
678.5,0.038308673
678.5999756,0.039861957
678.7000122,0.041435224
678.7999878,0.043027041
678.9000244,0.044618569
679,0.046192933
679.0999756,0.047789318
679.2000122,0.049416439
679.2999878,0.051013685
679.4000244,0.052610613
679.5,0.054186802
679.5999756,0.055772186
679.7000122,0.057319493
679.7999878,0.058863045
679.9000244,0.060371636
680,0.06183138
680.0999756,0.063285375
680.2000122,0.064706844
680.2999878,0.066070075
680.4000244,0.067414121
680.5,0.068698564
680.5999756,0.069943166
680.7000122,0.071138176
680.7999878,0.072276982
680.9000244,0.073364191
681,0.074363341
681.0999756,0.075299899
681.2000122,0.07613793
681.2999878,0.07692792
681.4000244,0.077621062
681.5,0.078269297
681.5999756,0.078814975
681.7000122,0.079279109
681.7999878,0.079683907
681.9000244,0.079979185
682,0.080187469
682.0999756,0.080353963
682.2000122,0.080415552
682.2999878,0.0803933
682.4000244,0.080285867
682.5,0.080068335
682.5999756,0.079764164
682.7000122,0.079372476
682.7999878,0.078869857
682.9000244,0.078279142
683,0.077593727
683.0999756,0.076825812
683.2000122,0.07593364
683.2999878,0.074979664
683.4000244,0.073910986
683.5,0.07276233
683.5999756,0.071526349
683.7000122,0.070213834
683.7999878,0.068798867
683.9000244,0.067324712
684,0.065763164
684.0999756,0.064170829
684.2000122,0.062480562
684.2999878,0.060726365
684.4000244,0.05893084
684.5,0.057062379
684.5999756,0.055156084
684.7000122,0.053192622
684.7999878,0.051187354
684.9000244,0.049173431
685,0.047110676
685.0999756,0.045050919
685.2000122,0.042962522
685.2999878,0.040856506
685.4000244,0.038747122
685.5,0.036644766
685.5999756,0.034542829
685.7000122,0.032458622
685.7999878,0.03040012
685.9000244,0.02836199
686,0.030070021
686.0999756,0.039193181
686.2000122,0.040752413
686.2999878,0.042319451
686.4000244,0.043897845
686.5,0.045481661
686.5999756,0.047070164
686.7000122,0.048661262
686.7999878,0.05025663
686.9000244,0.051822371
687,0.053397301
687.0999756,0.05494665
687.2000122,0.056480709
687.2999878,0.057995822
687.4000244,0.059490962
687.5,0.060963114
687.5999756,0.062420508
687.7000122,0.06382447
687.7999878,0.065194532
687.9000244,0.066546108
688,0.067848669
688.0999756,0.069118668
688.2000122,0.070336445
688.2999878,0.071511641
688.4000244,0.072643361
688.5,0.073703565
688.5999756,0.074721444
688.7000122,0.075662946
688.7999878,0.07655496
688.9000244,0.077380909
689,0.078089754
689.0999756,0.078809727
689.2000122,0.079407476
689.2999878,0.079935718
689.4000244,0.080384745
689.5,0.080743881
689.5999756,0.081027555
689.7000122,0.08124207
689.7999878,0.081336975
689.9000244,0.08137166
690,0.081318334
690.0999756,0.081142885
690.2000122,0.080892196
690.2999878,0.080566231
690.4000244,0.080123009
690.5,0.079595633
690.5999756,0.078984521
690.7000122,0.078257648
690.7999878,0.077465313
690.9000244,0.07658136
691,0.07560418
691.0999756,0.074550349
691.2000122,0.073402534
